pmid,title,abstract,year,is_review,disorders,neurotransmitters,publication_types
28843848,Depressive-like neurochemical and behavioral markers of Parkinson's disease after 6-OHDA administered unilaterally to the rat medial forebrain bundle.,"Although Parkinson's disease (PD) is characterized by progressive neurodegeneration of multiple neurotransmitter systems, 6-hydroxydopamine (6-OHDA) as a model substance is mainly used to selectively damage the nigrostriatal dopaminergic neurons and induce parkinsonian-like motor disturbances in rats. We hypothesized that high doses of this neurotoxin affecting other monoaminergic systems may also evoke the depressive-like behavior. The impact of 6-OHDA (8, 12, 16μg/4μl) administered unilaterally into the medial forebrain bundle on the sucrose solution intake (a measure of anhedonia) and on the tissue levels of noradrenaline (NA), dopamine (DA) and serotonin (5-HT) in the striatum (STR), substantia nigra (SN), prefrontal cortex (PFC) and hippocampus (HIP) was examined in rats pretreated or non-pretreated with desipramine. The highest dose of 6-OHDA reduced the preference for 3% sucrose solution both in rats without and with desipramine pretreatment. All used doses of 6-OHDA dramatically decreased DA content in the studied brain structures on the ipsilateral side. NA levels were severely decreased in the ipsilateral STR, HIP and PFC of rats non-pretreated with desipramine and to a much lesser extent in those pretreated with desipramine. In the SN, moderate decreases in NA level were found both in rats pretreated and non-pretreated with desipramine. Higher doses of 6-OHDA reduced 5-HT content in the ipsilateral STR, HIP and PFC, but not in the SN, only in rats non-pretreated with desipramine. Administration of the highest dose of 6-OHDA without desipramine pretreatment evoked neurochemical and behavioral changes resembling the advanced PD with coexisting depression.",2017,False,Depressive_Disorder,Norepinephrine,Journal Article
28711395,"Silymarin ameliorates experimentally induced depressive like behavior in rats: Involvement of hippocampal BDNF signaling, inflammatory cytokines and oxidative stress response.","Silymarin is a polyphenolic flavonoid of Silybum marianum, exhibited neuroprotection and antidepressant like activity in acute restraint stressed mice. The main objective of the present study is to investigate possible antidepressant like activity of silymarin in experimentally induced depressive behavior in rats. The depressive behaviors were induced in rats by olfactory bulbectomized (OBX) technique. Wistar rats were administered with silymarin at a dose of 100mg/kg and 200mg/kg, by per oral in OBX and sham operated rats. Behavioral (ambulatory and rearing activity and immobility time), neurochemical [serotonin (5-HT), dopamine (DA), norepinephrine (NE) and brain derived neurotrophic factor (BDNF) level], biochemical (MDA formation, IL-6, TNF-α and antioxidants) changes in hippocampus and cerebral cortex along with serum corticosterone were investigated. Rats subjected to OBX elicited significant increase in immobility time, ambulatory and rearing behaviors, reduced BDNF level, 5-HT, DA, NE and antioxidant parameters along with increased serum corticosterone, MDA formation, IL-6, and TNF-α in hippocampus and cerebral cortex compared to sham operated rats. Administration of with silymarin significantly attenuated immobility time, ambulatory and rearing behaviors, serum corticosterone and improved BDNF expression, 5-HT, DA, NE and antioxidant paradigms in cerebral cortex as well as hippocampus. In addition, silymarin attenuated IL-6, and TNF-α significantly in hippocampus and cerebral cortex in OBX rats. Thus, silymarin exhibits anti-depressant-like activity in OBX rats due to alterations in several neurotransmitters, endocrine and immunologic systems, including BDNF, 5-HT, DA, NE, MDA formation, IL-6, and TNF-α in hippocampus and cerebral cortex as well as serum corticosterone.",2017,False,Depressive_Disorder,Norepinephrine,Journal Article
28232061,Enduring attenuation of norepinephrine synaptic availability and augmentation of the pharmacological and behavioral effects of desipramine by repeated immobilization stress.,"Here we provide evidence that repeated immobilization stress (RIS) in rats induces a persistent increase in noradrenergic activity in the anterior aspects of the anterolateral bed nucleus of the stria terminalis (alBNST). This increase in noradrenergic activity results from both enhanced synthesis and reuptake of norepinephrine (NE). It leads to a decrease in the synaptic availability of NE, which elicits an augmented noradrenergic response to the inhibitors of NE reuptake (NRIs), such as desipramine (DMI), an antidepressant. The enduring depression-like behavior and the augmentation of the climbing behavior seen in repeatedly stressed rats following subchronic administration of DMI in the forced swimming test (FST) might be explained by a dysregulation of noradrenergic transmission observed in alBNST. Taken together, we propose that dysregulation of noradrenergic transmission such as the one described in the present work may represent a mechanism underlying major depressive disorders (MDD) with melancholic features in humans.",2017,False,Depressive_Disorder,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
38992345,New insights into the effects of serotonin on Parkinson's disease and depression through its role in the gastrointestinal tract.,"Neuropsychiatric and neurodegenerative disorders are frequently associated with gastrointestinal (GI) co-pathologies. Although the central and enteric nervous systems (CNS and ENS, respectively) have been studied separately, there is increasing interest in factors that may contribute to conditions affecting both systems. There is compelling evidence that serotonin (5-HT) may play an important role in several gut-brain disorders. It is well known that 5-HT is essential for the development and functioning of the CNS. However, most of the body's 5-HT is produced in the GI tract. A deeper understanding of the specific effects of enteric 5-HT on gut-brain disorders may provide the basis for the development of new therapeutic targets. This review summarizes current data focusing on the important role of 5-HT in ENS development and motility, with particular emphasis on novel aspects of 5-HT signaling in conditions where CNS and ENS comorbidities are common, such as Parkinson's disease and depressive disorders.",2025,True,Depressive_Disorder,Serotonin,Journal Article; Review
39741439,"Benefits and Challenges of Ultra-Fast, Short-Acting Psychedelics in the Treatment of Depression.","Unlike classical antidepressants, psychedelics such as psilocybin have been shown to induce a rapid antidepressant response. In the wake of this development, interest has emerged in ultra-fast, short-acting psychedelics such as 5-methoxy-N,N-dimethyltryptamine (5-MeO-DMT) and N,N-dimethyltryptamine (DMT) with the expectation that these can produce rapid antidepressant effects following an intense but brief psychedelic intervention. The current paper reviews the clinical pharmacology of 5-MeO-DMT and DMT and their potential benefits and challenges in the treatment of depression. Both compounds display affinities for a variety of monoamine receptors and transporters, but mostly so for serotonergic (5HT) receptors, including 5HT<sub>1A</sub> and 5HT<sub>2A</sub>. Early clinical trials in small samples have shown that short interventions (15-30 min) with 5-MeO-DMT and DMT are safe and well tolerated and can induce marked improvement in symptoms of depression within 24 hours that sustain for at least 1 week. Data on long-term efficacy are currently scarce but do suggest a prolongation of the treatment response. Potential benefits of these treatments include flexible, single day dosing regimens, achievement of treatment efficacy independent from integrative therapy, and ease of clinical implementation. Future challenges include establishing the duration of the antidepressant effect and strategies on how to sustain the antidepressant response, optimization of treatment delivery parameters, and a mechanistic understanding of the clinical response. Acceptance of ultra-fast, short-acting psychedelics will depend on future randomized, placebo-controlled trials with a focus on replication, duration and maintenance of antidepressant efficacy in large patient samples.",2025,True,Depressive_Disorder,Serotonin,Journal Article; Review
38816586,Beyond the serotonin deficit hypothesis: communicating a neuroplasticity framework of major depressive disorder.,"The serotonin deficit hypothesis explanation for major depressive disorder (MDD) has persisted among clinicians and the general public alike despite insufficient supporting evidence. To combat rising mental health crises and eroding public trust in science and medicine, researchers and clinicians must be able to communicate to patients and the public an updated framework of MDD: one that is (1) accessible to a general audience, (2) accurately integrates current evidence about the efficacy of conventional serotonergic antidepressants with broader and deeper understandings of pathophysiology and treatment, and (3) capable of accommodating new evidence. In this article, we summarize a framework for the pathophysiology and treatment of MDD that is informed by clinical and preclinical research in psychiatry and neuroscience. First, we discuss how MDD can be understood as inflexibility in cognitive and emotional brain circuits that involves a persistent negativity bias. Second, we discuss how effective treatments for MDD enhance mechanisms of neuroplasticity-including via serotonergic interventions-to restore synaptic, network, and behavioral function in ways that facilitate adaptive cognitive and emotional processing. These treatments include typical monoaminergic antidepressants, novel antidepressants like ketamine and psychedelics, and psychotherapy and neuromodulation techniques. At the end of the article, we discuss this framework from the perspective of effective science communication and provide useful language and metaphors for researchers, clinicians, and other professionals discussing MDD with a general or patient audience.",2024,True,Depressive_Disorder,Serotonin,Journal Article; Review
38477031,The role of serotonin in depression-A historical roundup and future directions.,"Depression is one of the most common psychiatric disorders worldwide, affecting approximately 280 million people, with probably much higher unrecorded cases. Depression is associated with symptoms such as anhedonia, feelings of hopelessness, sleep disturbances, and even suicidal thoughts. Tragically, more than 700 000 people commit suicide each year. Although depression has been studied for many decades, the exact mechanisms that lead to depression are still unknown, and available treatments only help a fraction of patients. In the late 1960s, the serotonin hypothesis was published, suggesting that serotonin is the key player in depressive disorders. However, this hypothesis is being increasingly doubted as there is evidence for the influence of other neurotransmitters, such as noradrenaline, glutamate, and dopamine, as well as larger systemic causes such as altered activity in the limbic network or inflammatory processes. In this narrative review, we aim to contribute to the ongoing debate on the involvement of serotonin in depression. We will review the evolution of antidepressant treatments, systemic research on depression over the years, and future research applications that will help to bridge the gap between systemic research and neurotransmitter dynamics using biosensors. These new tools in combination with systemic applications, will in the future provide a deeper understanding of the serotonergic dynamics in depression.",2024,True,Depressive_Disorder,Serotonin,Review; Journal Article; Historical Article
38802993,Depression and type 2 diabetes: A causal relationship and mechanistic pathway.,"Depression is a mood disorder that may increase risk for the development of insulin resistance (IR) and type 2 diabetes (T2D), and vice versa. However, the mechanistic pathway linking depression and T2D is not fully elucidated. The aim of this narrative review, therefore, was to discuss the possible link between depression and T2D. The coexistence of T2D and depression is twice as great compared to the occurrence of either condition independently. Hyperglycaemia and dyslipidaemia promote the incidence of depression by enhancing inflammation and reducing brain serotonin (5-hydroxytryptamine [5HT]). Dysregulation of insulin signalling in T2D impairs brain 5HT signalling, leading to the development of depression. Furthermore, depression is associated with the development of hyperglycaemia and poor glycaemic control. Psychological stress and depression promote the development of T2D. In conclusion, T2D could be a potential risk factor for the development of depression through the induction of inflammatory reactions and oxidative stress that affect brain neurotransmission. In addition, chronic stress in depression may induce the development of T2D through dysregulation of the hypothalamic-pituitary-adrenal axis and increase circulating cortisol levels, which triggers IR and T2D.",2024,True,Depressive_Disorder,Serotonin,Journal Article; Review
38762162,Peripheral serotonin levels as a predictor of antidepressant treatment response: A systematic review.,"There are currently no reliable biomarkers to predict clinical response to pharmacological treatments of depressive disorders. Peripheral blood 5-hydroxytryptamine (5-HT; serotonin) has been suggested as a biomarker of antidepressant treatment response, but there has not been an attempt to systematically summarize and evaluate the scientific evidence of this hypothesis. In this systematic review we searched MEDLINE, Embase, PsycINFO, and the Cochrane Central Register of Controlled Trials. Twenty-six relevant studies investigating peripheral 5-HT as an antidepressant biomarker were identified. In all, we did not find robust support for an association between baseline 5-HT and treatment response. Several larger studies with lower risk of bias, however, showed that higher baseline 5-HT was associated with a greater antidepressant response to SSRIs, prompting future studies to investigate this hypothesis. Our results also confirm previous reports that SSRI treatment is associated with a decrease in peripheral 5-HT levels; however, we were not able to confirm that larger decreases of 5-HT are associated with better treatment outcome as results were inconclusive.",2024,False,Depressive_Disorder,Serotonin,Systematic Review; Journal Article
38996114,Involvement of serotonergic receptors in depressive processes and their modulation by β-arrestins: A review.,"Over time, several studies have been conducted to demonstrate the functions of the neurotransmitter 5-hydroxytryptamine (5-HT), better known as serotonin. This neurotransmitter is associated with the modulation of various social and physiological behaviors, and its dysregulation has consequences at the behavioral level, leading to various neurophysiological disorders. Disorders such as anxiety, depression, schizophrenia, epilepsy, sexual disorders, and eating disorders, have been closely linked to variations in 5-HT concentrations and modifications in brain structures, including the raphe nuclei (RN), prefrontal cortex, basal ganglia, hippocampus, and hypothalamus, among others. The involvement of β-arrestin proteins has been implicated in the modulation of the serotonergic receptor response, as well as the activation of different signaling pathways related to the serotonergic system, this is particularly relevant in depressive disorders. This review will cover the implications of alterations in 5-HT receptor expression in depressive disorders in one hand and how β-arrestin proteins modulate the response mediated by these receptors in the other hand.",2024,True,Depressive_Disorder,Serotonin,Journal Article; Review
38536761,Perspectives on the impact of vortioxetine on the treatment armamentarium of major depressive disorder.,"Major Depressive Disorder (MDD) is a mental health issue that significantly affects patients' quality of life and functioning. Despite available treatments, many patients continue to suffer due to incomplete symptom resolution and side effects. This manuscript examines Vortioxetine's role in Major Depressive Disorder (MDD) treatment, highlighting its potential to reshape therapeutic strategies due to its unique Multimodal action and proven broad-spectrum efficacy in multiple depressive domains. A detailed examination of Vortioxetine's pharmacological aspects, including indications, dosage, pharmacodynamics, and pharmacokinetics, is provided, emphasizing its safety and effectiveness. The discussion extends to Vortioxetine's role in acute-phase treatment and maintenance of MDD and its profound impact on specialized depression domains. Vortioxetine is distinguished for its novel multimodal serotonin modulation mechanism, showcasing significant promise as an innovative treatment for MDD. Its efficacy, which is dose-dependent, along with a commendable tolerability profile, positions it as a potential leading option for initial treatment strategies. The discourse on dosage titration, particularly the strategy of initiating treatment at lower doses followed by gradual escalation, underscores the approach toward minimizing initial adverse effects while optimizing therapeutic outcomes, aligning with the principles of personalized medicine in psychiatric care.",2024,True,Depressive_Disorder,Serotonin,Journal Article; Review
38474476,Exploring Novel Antidepressants Targeting G Protein-Coupled Receptors and Key Membrane Receptors Based on Molecular Structures.,"Major Depressive Disorder (MDD) is a complex mental disorder that involves alterations in signal transmission across multiple scales and structural abnormalities. The development of effective antidepressants (ADs) has been hindered by the dominance of monoamine hypothesis, resulting in slow progress. Traditional ADs have undesirable traits like delayed onset of action, limited efficacy, and severe side effects. Recently, two categories of fast-acting antidepressant compounds have surfaced, dissociative anesthetics S-ketamine and its metabolites, as well as psychedelics such as lysergic acid diethylamide (LSD). This has led to structural research and drug development of the receptors that they target. This review provides breakthroughs and achievements in the structure of depression-related receptors and novel ADs based on these. Cryo-electron microscopy (cryo-EM) has enabled researchers to identify the structures of membrane receptors, including the N-methyl-D-aspartate receptor (NMDAR) and the 5-hydroxytryptamine 2A (5-HT<sub>2A</sub>) receptor. These high-resolution structures can be used for the development of novel ADs using virtual drug screening (VDS). Moreover, the unique antidepressant effects of 5-HT<sub>1A</sub> receptors in various brain regions, and the pivotal roles of the α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor (AMPAR) and tyrosine kinase receptor 2 (TrkB) in regulating synaptic plasticity, emphasize their potential as therapeutic targets. Using structural information, a series of highly selective ADs were designed based on the different role of receptors in MDD. These molecules have the favorable characteristics of rapid onset and low adverse drug reactions. This review offers researchers guidance and a methodological framework for the structure-based design of ADs.",2024,True,Depressive_Disorder,Serotonin,Journal Article; Review
38019166,Techniques for Measurement of Serotonin: Implications in Neuropsychiatric Disorders and Advances in Absolute Value Recording Methods.,"Serotonin (5-HT) is a monoamine neurotransmitter in the peripheral, enteric, and central nervous systems (CNS). Within the CNS, serotonin is principally involved in mood regulation and reward-seeking behaviors. It is a critical regulator in CNS pathologies such as major depressive disorder, addiction, and schizophrenia. Consequently, <i>in vivo</i> serotonin measurements within the CNS have emerged as one of many promising approaches to investigating the pathogenesis, progression, and treatment of these and other neuropsychiatric conditions. These techniques vary in methods, ranging from analyte sampling with microdialysis to voltammetry. Provided this diversity in approach, inherent differences between techniques are inevitable. These include biosensor size, temporal/spatial resolution, and absolute value measurement capabilities, all of which must be considered to fit the prospective researcher's needs. In this review, we summarize currently available methods for the measurement of serotonin, including novel voltammetric absolute value measurement techniques. We also detail serotonin's role in various neuropsychiatric conditions, highlighting the role of phasic and tonic serotonergic neuronal firing within each where relevant. Lastly, we briefly review the present clinical application of these techniques and discuss the potential of a closed-loop monitoring and neuromodulation system utilizing deep brain stimulation (DBS).",2023,True,Depressive_Disorder,Serotonin,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't"
38079093,Gepirone Extended-Release: First Approval.,"Gepirone HCL extended-release (gepirone ER; EXXUA™), an oral, selective serotonin (5HT)1A receptor agonist formulated for once-daily administration, has been developed by Fabre-Kramer Pharmaceuticals, Inc. for the treatment of psychiatric disorders, including major depressive disorder (MDD). In September 2023, gepirone ER was approved in the USA for the treatment of adults with MDD. This article summarizes the milestones in the development of gepirone ER leading to this first approval for the treatment of adults with MDD.",2023,True,Depressive_Disorder,Serotonin,Journal Article; Review
37032427,"Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for CYP2D6, CYP2C19, CYP2B6, SLC6A4, and HTR2A Genotypes and Serotonin Reuptake Inhibitor Antidepressants.","Serotonin reuptake inhibitor antidepressants, including selective serotonin reuptake inhibitors (SSRIs; i.e., citalopram, escitalopram, fluoxetine, fluvoxamine, paroxetine, and sertraline), serotonin and norepinephrine reuptake inhibitors (i.e., desvenlafaxine, duloxetine, levomilnacipran, milnacipran, and venlafaxine), and serotonin modulators with SSRI-like properties (i.e., vilazodone and vortioxetine) are primary pharmacologic treatments for major depressive and anxiety disorders. Genetic variation in CYP2D6, CYP2C19, and CYP2B6 influences the metabolism of many of these antidepressants, which may potentially affect dosing, efficacy, and tolerability. In addition, the pharmacodynamic genes SLC6A4 (serotonin transporter) and HTR2A (serotonin-2A receptor) have been examined in relation to efficacy and side effect profiles of these drugs. This guideline updates and expands the 2015 Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2D6 and CYP2C19 genotypes and SSRI dosing and summarizes the impact of CYP2D6, CYP2C19, CYP2B6, SLC6A4, and HTR2A genotypes on antidepressant dosing, efficacy, and tolerability. We provide recommendations for using CYP2D6, CYP2C19, and CYP2B6 genotype results to help inform prescribing these antidepressants and describe the existing data for SLC6A4 and HTR2A, which do not support their clinical use in antidepressant prescribing.",2023,False,Depressive_Disorder,Serotonin,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural; Practice Guideline"
36990794,[Contribution of serotonin 5-HT<sub>2A</sub> receptor to antidepressant effect of serotonergic psychedelics].,"Major depressive disorder presents a substantial global health burden, and at least 30-40% of patients exhibit treatment resistance to antidepressants. Ketamine, an NMDA receptor antagonist, is used as an anesthetic agent. In 2019, the U.S. Food and Drug Administration (FDA) approved esketamine (the S-enantiomer of ketamine) as a therapeutic agent for treatment-resistant depression; however, this drug has reportedly been associated with serious side effects such as dissociative symptoms, thus limiting its clinical use as an antidepressant. Recently, various clinical studies have reported that psilocybin, the psychoactive substance found in magic mushrooms, has a fast-acting and long-lasting antidepressant effect in patients with major depressive disorder, including those resistant to conventional treatment. Furthermore, psilocybin is a psychoactive drug that is relatively harmless compared to ketamine and other similar substances. Accordingly, the FDA has designated psilocybin as a ""breakthrough therapy approach"" for the treatment of major depressive disorder. Additionally, serotonergic psychedelics such as psilocybin and lysergic acid diethylamide show some potential in the treatment of depression, anxiety, and addiction. The increased attention the use of psychedelics has attracted as a psychiatric disorder treatment approach is referred to as the ""psychedelic renaissance"". Pharmacologically, psychedelics cause hallucinations by stimulating cortical serotonin 5-HT<sub>2A</sub> receptors (5-HT2A), although whether 5-HT2A is responsible for the manifestation of their therapeutic effects remains unclear. Furthermore, it is unclear whether the hallucinations and ""mystical experience"" that the patients go through because of 5-HT2A activation by psychedelics is essential for the therapeutic effect of these substances. Future research should elucidate the molecular and neural mechanisms underlying the therapeutic effects of psychedelics. This review summarizes the therapeutic effects of psychedelics on psychiatric disorders such as major depressive disorder in clinical and pre-clinical studies, and discusses the possibility of 5-HT2A as a novel therapeutic target.",2023,True,Depressive_Disorder,Serotonin,Review; English Abstract; Journal Article
37117197,A unified model of the biology of peripartum depression.,"Peripartum depression (PPD) is a prevalent and debilitating disorder that adversely affects the development of mothers and infants. Recently, there has been a plea for increased mental health screening during the peripartum period; however, currently, there is no accurate screening tool to identify women at risk of PPD. In addition, some women do not respond to current treatment schemes and develop treatment-resistant depression. The current perspective aims to propose a unified understanding of the biological underpinnings of PPD (UmPPD) that considers the heterogeneity in the onset, symptoms cluster, and severity of PPD. Such a model could promote basic and applied research on PPD and suggest new treatment avenues. The central hub of the model is the kynurenine pathway (KP) and the KP-serotonin ratio. The forces and specific processes at play that cause an imbalance within the KP and between KP and serotonin are inflammation, stress, reproductive hormones (especially estradiol and progesterone), and oxytocin. UmPPD predicts that the most severe PPD would comprise prolonged inflammation, ongoing or multiple stressors, excessive estrogen, progesterone resistance, and avoidance of breastfeeding, skin-to-skin contact, and social proximity. These factors would be associated with a higher likelihood of developing PPD, early onset, and more significant symptom severity. In addition, subtypes of PPD would consist of different compositions and expressions of these components, with one central common factor. UmPPD could aid in directing future research and possibly detecting critical processes that could help discover, develop, and utilize novel treatments for PPD.",2023,True,Depressive_Disorder,Serotonin,Journal Article; Review
36639604,Estrogen fluctuations during the menopausal transition are a risk factor for depressive disorders.,"Women are significantly more likely to develop depression than men. Fluctuations in the ovarian estrogen hormone levels are closely linked with women's well-being. This narrative review discusses the available knowledge on the role of estrogen in modulating brain function and the correlation between changes in estrogen levels and the development of depression. Equally discussed are the possible mechanisms underlying these effects, including the role of estrogen in modulating brain-derived neurotrophic factor activity, serotonin neurotransmission, as well as the induction of inflammatory response and changes in metabolic activity, are discussed.",2023,True,Depressive_Disorder,Serotonin,Journal Article; Review
37466774,Development of the Placenta and Brain Are Affected by Selective Serotonin Reuptake Inhibitor Exposure During Critical Periods.,"Selective serotonin reuptake inhibitors (SSRIs) are usually prescribed to treat major depression and anxiety disorders. Fetal brain development exhibits dependency on serotonin (5-hydroxytryptamine, 5-HT) from maternal, placental, and fetal brain sources. At very early fetal stages, fetal serotonin is provided by maternal and placental sources. However, in later fetal stages, brain sources are indispensable for the appropriate development of neural circuitry and the rise of emergent functions implied in behavior acquisition. Thus, susceptible serotonin-related critical periods are recognized, involving the early maternal and placental 5-HT synthesis and the later endogenous 5-HT synthesis in the fetal brain. Acute and chronic exposure to SSRIs during these critical periods may result in short- and long-term placental and brain dysfunctions affecting intrauterine and postnatal life. Maternal and fetal cells express serotonin receptors which make them susceptible to changes in serotonin levels influenced by SSRIs. SSRIs block the serotonin transporter (SERT), which is required for 5-HT reuptake from the synaptic cleft into the presynaptic neuron. Chronic SSRI administration leads to pre- and postsynaptic 5-HT receptor rearrangement. In this review, we focus on the effects of SSRIs administered during critical periods upon placentation and brain development to be considered in evaluating the risk-safety balance in the clinical use of SSRIs.",2023,True,Depressive_Disorder,Serotonin,Review; Journal Article
37170981,Serotonin and Depression: Scrutiny of New Targets for Future Anti- Depressant Drug Development.,"The ""serotonin hypothesis of depression"" is approximately fifty years old, and in spite of vast literature, the exact role of serotonin in depression pathophysiology is still unclear, as whether a lower serotonin level causes depression or depression causes a reduction in serotonin level has become a tough challenge for researchers to understand the actual involvement of serotonin in depression. Several pre-clinical and clinical studies have illustrated the multi-faceted signalling action of serotonin in depression and vouch for the significant or unavoidable role of serotonin in depression. In this review, the journey of the serotonin hypothesis of depression from the 1950s to the present time has been analysed to understand the serotonin hypothesis of depression and investigate the new molecular targets for the development of new future anti- depressants. The old and new theories of possible cellular mechanisms found to be involved in the pathophysiology of major depression or stress, such as polymorphism of serotonin transporters, enzyme modulating serotonergic activity, reduction in the level of serotonin and involvement of different sub-types of receptors, have been discussed in the respective review. Thus, in this review, the new signature targets to increase serotonin levels have been identified, which would help the researcher in the drug development of new faster-acting antidepressants.",2023,True,Depressive_Disorder,Serotonin,"Review; Journal Article; Research Support, Non-U.S. Gov't"
36613794,Depression Pathophysiology: Astrocyte Mitochondrial Melatonergic Pathway as Crucial Hub.,"Major depressive disorder (MDD) is widely accepted as having a heterogenous pathophysiology involving a complex mixture of systemic and CNS processes. A developmental etiology coupled to genetic and epigenetic risk factors as well as lifestyle and social process influences add further to the complexity. Consequently, antidepressant treatment is generally regarded as open to improvement, undoubtedly as a consequence of inappropriately targeted pathophysiological processes. This article reviews the diverse array of pathophysiological processes linked to MDD, and integrates these within a perspective that emphasizes alterations in mitochondrial function, both centrally and systemically. It is proposed that the long-standing association of MDD with suppressed serotonin availability is reflective of the role of serotonin as a precursor for the mitochondrial melatonergic pathway. Astrocytes, and the astrocyte mitochondrial melatonergic pathway, are highlighted as crucial hubs in the integration of the wide array of biological underpinnings of MDD, including gut dysbiosis and permeability, as well as developmental and social stressors, which can act to suppress the capacity of mitochondria to upregulate the melatonergic pathway, with consequences for oxidant-induced changes in patterned microRNAs and subsequent patterned gene responses. This is placed within a development context, including how social processes, such as discrimination, can physiologically regulate a susceptibility to MDD. Future research directions and treatment implications are derived from this.",2022,True,Depressive_Disorder,Serotonin,Journal Article; Review
35975761,New investigational agents for the treatment of major depressive disorder.,"Pharmacotherapy of depression is characterized by the delayed onset of action, chronic treatment requirements, and insufficient effectiveness. Ketamine, with its rapid action and long-lasting effects, represents a breakthrough in the modern pharmacotherapy of depression. The current review summarizes the latest findings on the mechanism of the antidepressant action of ketamine and its enantiomers and metabolites. Furthermore, the antidepressant potential of psychedelics, non-hallucinogenic serotonergic modulators, and metabotropic glutamate receptor ligands was discussed. Recent data indicated that to achieve fast and long-acting antidepressant-like effects, compounds must induce durable effects on the architecture and density of dendritic spines in brain regions engaged in mood regulation. Such mechanisms underlie the actions of ketamine and psychedelics. These compounds trigger hallucinations; however, it is thought that these effects might be essential for their antidepressant action. Behavioral studies with serotonergic modulators affecting 5-HT1A (biased agonists), 5-HT4 (agonists), and 5-HT-7 (antagonists) receptors exert rapid antidepressant-like activity, but they seem to be devoid of these effects. Another way to avoid psychomimetic effects and achieve the desired rapid antidepressant-like effects is combined therapy. In this respect, ligands of metabotropic receptors show some potential.",2022,True,Depressive_Disorder,Serotonin,Journal Article; Review
36077360,The Role of Tryptophan Metabolites in Neuropsychiatric Disorders.,"In recent decades, neuropsychiatric disorders such as major depressive disorder, schizophrenia, bipolar, etc., have become a global health concern, causing various detrimental influences on patients. Tryptophan is an important amino acid that plays an indisputable role in several physiological processes, including neuronal function and immunity. Tryptophan's metabolism process in the human body occurs using different pathways, including the kynurenine and serotonin pathways. Furthermore, other biologically active components, such as serotonin, melatonin, and niacin, are by-products of Tryptophan pathways. Current evidence suggests that a functional imbalance in the synthesis of Tryptophan metabolites causes the appearance of pathophysiologic mechanisms that leads to various neuropsychiatric diseases. This review summarizes the pharmacological influences of tryptophan and its metabolites on the development of neuropsychiatric disorders. In addition, tryptophan and its metabolites quantification following the neurotransmitters precursor are highlighted. Eventually, the efficiency of various biomarkers such as inflammatory, protein, electrophysiological, genetic, and proteomic biomarkers in the diagnosis/treatment of neuropsychiatric disorders was discussed to understand the biomarker application in the detection/treatment of various diseases.",2022,True,Depressive_Disorder,Serotonin,Journal Article; Review
35947166,Psychopharmacological properties and therapeutic profile of the antidepressant venlafaxine.,"Major depression (MD) is one of the most common psychiatric disorders worldwide. Currently, the first-line treatment for MD targets the serotonin system but these drugs, notably the selective serotonin reuptake inhibitors, usually need 4 to 6 weeks before the benefit is felt and a significant proportion of patients shows an unsatisfactory response. Numerous treatments have been developed to circumvent these issues as venlafaxine, a mixed serotonin-norepinephrine reuptake inhibitor that binds and blocks both the SERT and NET transporters. Despite this pharmacological profile, it is difficult to have a valuable insight into its ability to produce more robust efficacy than single-acting agents. In this review, we provide an in-depth characterization of the pharmacological properties of venlafaxine from in vitro data to preclinical and clinical efficacy in depressed patients and animal models of depression to propose an indirect comparison with the most common antidepressants. Preclinical studies show that the antidepressant effect of venlafaxine is often associated with an enhancement of serotonergic neurotransmission at low doses. High doses of venlafaxine, which elicit a concomitant increase in 5-HT and NE tone, is associated with changes in different forms of plasticity in discrete brain areas. In particular, the hippocampus appears to play a crucial role in venlafaxine-mediated antidepressant effects notably by regulating processes such as adult hippocampal neurogenesis or the excitatory/inhibitory balance. Overall, depending on the dose used, venlafaxine shows a high efficacy on depressive-like symptoms in relevant animal models but to the same extent as common antidepressants. However, these data are counterbalanced by a lower tolerance. In conclusion, venlafaxine appears to be one of the most effective treatments for treatment of major depression. Still, direct comparative studies are warranted to provide definitive conclusions about its superiority.",2022,True,Depressive_Disorder,Serotonin,Journal Article; Review
